时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额
2018/10/26,1118.175,1146.915,1118.175,1129.676,1.49%,2.58%,"1,383,344,500","6,146,957,600"
2018/10/25,1078.384,1114.653,1070.094,1113.043,0.47%,4.02%,"1,035,959,850","4,471,729,800"
2018/10/24,1098.338,1119.779,1092.62,1107.785,0.13%,2.45%,"907,835,330","4,066,753,400"
2018/10/23,1120.75,1126.918,1093.315,1106.297,-1.63%,2.99%,"1,194,097,240","5,354,921,400"
2018/10/22,1080.626,1132.503,1080.626,1124.576,4.66%,4.83%,"1,508,758,400","6,667,422,700"
2018/10/19,1041.778,1078.366,1030.318,1074.506,1.54%,4.54%,"1,104,383,450","4,652,600,100"
2018/10/18,1093.059,1093.059,1057.338,1058.256,-4.24%,3.23%,"998,675,230","4,073,145,500"
2018/10/17,1104.516,1108.512,1080.906,1105.162,1.26%,2.53%,"839,658,630","3,651,975,300"
2018/10/16,1116.5,1127.197,1087.004,1091.431,-2.46%,3.59%,"872,339,160","3,894,534,200"
2018/10/15,1143.4,1144.829,1116.07,1119.004,-1.96%,2.52%,"996,583,640","4,312,397,500"
2018/10/12,1110.902,1149.239,1092.409,1141.322,1.88%,5.07%,"1,418,252,600","5,727,621,600"
2018/10/11,1165.305,1168.341,1112.807,1120.296,-6.59%,4.63%,"1,514,326,100","5,812,116,800"
2018/10/10,1194.093,1204.782,1187.36,1199.292,0.45%,1.46%,"1,083,735,570","4,551,779,300"
2018/10/9,1184.502,1196.995,1184.502,1193.97,0.57%,1.05%,"944,695,170","3,550,871,500"
2018/10/8,1203.543,1211.151,1184.961,1187.184,-2.93%,2.14%,"1,571,294,900","5,498,571,800"
2018/9/28,1203.731,1225.012,1197.749,1223.022,0.74%,2.25%,"1,981,940,100","6,491,343,300"
2018/9/27,1217.811,1227.48,1213.393,1213.994,-0.42%,1.16%,"928,009,250","4,407,393,400"
2018/9/26,1216.104,1229.723,1215.629,1219.109,0.36%,1.16%,"969,769,530","4,590,689,300"
2018/9/25,1215.55,1222.722,1212.265,1214.679,-0.83%,0.85%,"667,636,760","3,384,022,300"
2018/9/21,1205.429,1225.293,1198.89,1224.893,1.49%,2.19%,"997,521,500","4,581,032,000"
2018/9/20,1205.404,1218.121,1203.772,1206.897,0.40%,1.19%,"833,649,460","3,849,562,300"
2018/9/19,1193.65,1212.108,1191.253,1202.041,0.49%,1.74%,"987,202,810","4,770,150,800"
2018/9/18,1152.652,1197.595,1152.652,1196.125,3.36%,3.88%,"1,098,324,920","5,310,895,300"
2018/9/17,1177.195,1177.195,1157.203,1157.203,-2.28%,1.69%,"730,246,610","3,106,473,100"
2018/9/14,1184.557,1194.545,1176.339,1184.206,-0.01%,1.54%,"748,312,290","3,263,096,200"
2018/9/13,1184.882,1190.376,1168.783,1184.349,0.83%,1.84%,"722,297,870","3,438,903,700"
2018/9/12,1178.739,1184.983,1171.639,1174.637,-0.34%,1.13%,"708,489,480","3,558,764,400"
2018/9/11,1213.806,1213.806,1171.45,1178.633,-3.80%,3.46%,"1,365,022,000","7,186,267,000"
2018/9/10,1238.62,1240.541,1222.138,1225.137,-0.47%,1.50%,"611,506,510","3,130,921,400"
2018/9/7,1229.148,1244.414,1223.159,1230.942,1.02%,1.74%,"723,322,930","3,706,211,700"
2018/9/6,1219.406,1234.149,1213.999,1218.486,-0.15%,1.65%,"564,315,090","2,721,824,900"
2018/9/5,1245.232,1245.232,1220.335,1220.335,-2.38%,1.99%,"671,590,330","3,490,294,200"
2018/9/4,1236.167,1256.729,1231.085,1250.077,1.14%,2.07%,"741,044,090","3,728,650,500"
2018/9/3,1238.489,1238.548,1216.567,1235.958,-0.20%,1.77%,"752,709,630","3,748,971,800"
2018/8/31,1237.965,1250.508,1237.266,1238.49,-0.46%,1.06%,"752,259,840","3,600,911,700"
2018/8/30,1270.345,1274.314,1244.161,1244.21,-2.37%,2.37%,"1,046,776,920","5,637,623,300"
2018/8/29,1282.9,1284.245,1272.898,1274.432,-0.91%,0.88%,"757,658,610","3,994,348,600"
2018/8/28,1279.24,1290.717,1275.621,1286.185,0.45%,1.18%,"817,996,590","4,548,743,500"
2018/8/27,1263.291,1280.478,1262.212,1280.478,1.35%,1.45%,"921,569,530","4,707,087,800"
2018/8/24,1270.76,1271.65,1259.622,1263.48,-0.79%,0.94%,"752,879,720","3,829,618,700"
2018/8/23,1281.29,1285.412,1258.39,1273.538,-0.94%,2.10%,"937,108,270","5,237,620,700"
2018/8/22,1291.302,1310.185,1285.633,1285.633,-0.61%,1.90%,"829,589,840","4,530,260,700"
2018/8/21,1289.521,1302.011,1284.531,1293.475,-0.18%,1.35%,"888,058,400","4,974,787,500"
2018/8/20,1272.218,1295.779,1257.969,1295.779,2.16%,2.98%,"954,602,150","5,237,024,800"
2018/8/17,1285.895,1288.373,1263.523,1268.4,-0.25%,1.95%,"972,504,040","5,071,992,400"
2018/8/16,1267.45,1288.316,1259.31,1271.634,-1.38%,2.25%,"1,110,547,410","4,971,083,300"
2018/8/15,1320.945,1323.995,1284.744,1289.422,-2.35%,2.97%,"960,860,300","5,601,542,500"
2018/8/14,1340.206,1342.896,1316.32,1320.401,-1.74%,1.98%,"1,096,845,370","6,874,755,900"
2018/8/13,1306.656,1344.363,1299.598,1343.81,1.81%,3.39%,"1,212,912,380","7,410,359,500"
2018/8/10,1322.16,1327.87,1310.842,1319.901,-0.42%,1.28%,"968,814,350","5,623,833,400"
2018/8/9,1295.55,1333.696,1288.568,1325.435,1.00%,3.44%,"1,283,020,950","6,932,584,500"
2018/8/8,1294.496,1340.403,1291.839,1312.272,0.90%,3.73%,"1,625,425,300","8,802,316,400"
2018/8/7,1261.839,1301.008,1248.65,1300.588,3.59%,4.17%,"1,191,626,110","6,647,002,800"
2018/8/6,1257.717,1271.553,1236.019,1255.536,-0.51%,2.82%,"993,318,970","5,599,533,600"
2018/8/3,1273.713,1293.487,1261.967,1261.967,-1.44%,2.46%,"1,213,732,760","6,827,894,100"
2018/8/2,1273.529,1283.427,1232.669,1280.343,0.20%,3.97%,"1,577,797,600","8,769,790,700"
2018/8/1,1337.159,1340.709,1275.791,1277.77,-3.40%,4.91%,"1,480,962,400","9,047,446,300"
2018/7/31,1323.615,1329.757,1301.249,1322.737,-0.71%,2.14%,"1,029,216,910","5,972,629,900"
2018/7/30,1327.819,1359.124,1323.691,1332.198,0.42%,2.67%,"1,827,252,300","10,083,074,600"
2018/7/27,1318.922,1333.226,1301.675,1326.68,1.84%,2.42%,"1,767,199,900","9,310,444,000"
2018/7/26,1308.932,1316.484,1292.057,1302.703,-1.18%,1.85%,"1,357,808,600","7,250,851,000"
2018/7/25,1282.678,1331.156,1278.099,1318.193,2.56%,4.13%,"2,030,123,800","10,705,729,800"
2018/7/24,1269.334,1320.039,1269.334,1285.259,2.71%,4.05%,"2,240,875,300","13,120,801,400"
2018/7/23,1206.263,1257.683,1204.377,1251.307,2.81%,4.38%,"1,454,597,600","8,204,467,000"
2018/7/20,1194.123,1218.195,1177.832,1217.076,1.57%,3.37%,"1,074,295,480","5,931,049,500"
2018/7/19,1190.463,1210.262,1190.463,1198.272,1.48%,1.68%,"1,082,396,850","6,206,422,400"
2018/7/18,1187.709,1195.923,1179.922,1180.797,-0.47%,1.35%,"621,140,440","3,448,545,500"
2018/7/17,1198.113,1198.729,1172.101,1186.394,-1.49%,2.21%,"681,257,180","4,003,854,300"
2018/7/16,1204.025,1208.179,1196.498,1204.396,-0.04%,0.97%,"666,897,540","3,918,306,600"
2018/7/13,1200.968,1217.288,1185.669,1204.931,0.69%,2.64%,"1,013,872,990","5,734,513,400"
2018/7/12,1176.775,1201.206,1176.775,1196.622,2.33%,2.09%,"1,081,417,660","5,867,366,100"
2018/7/11,1163.668,1170.989,1148.248,1169.326,-1.85%,1.91%,"893,152,600","4,707,546,300"
2018/7/10,1171.321,1202.501,1171.321,1191.319,1.86%,2.67%,"1,041,867,110","5,648,650,700"
2018/7/9,1145.012,1170.057,1144.489,1169.601,2.68%,2.24%,"869,835,050","4,465,600,000"
2018/7/6,1126.884,1153.679,1116.99,1139.02,0.96%,3.25%,"946,010,890","4,415,034,100"
2018/7/5,1163.06,1163.06,1128.206,1128.242,-3.90%,2.97%,"967,824,770","4,563,113,200"
2018/7/4,1171.075,1196.633,1171.075,1174.006,1.37%,2.21%,"1,134,843,390","5,808,584,800"
2018/7/3,1150.883,1158.194,1127.179,1158.186,0.34%,2.69%,"790,231,790","3,868,134,600"
2018/7/2,1184.727,1186.237,1141.395,1154.244,-3.15%,3.76%,"943,378,090","4,744,669,600"
2018/6/29,1176.923,1192.746,1156.104,1191.832,1.95%,3.13%,"951,860,130","4,735,027,300"
2018/6/28,1182.459,1200.837,1165.84,1168.995,-0.87%,2.97%,"879,035,750","4,487,819,900"
2018/6/27,1208.003,1213.469,1177.064,1179.204,-2.49%,3.01%,"1,016,455,140","5,143,892,200"
2018/6/26,1208.597,1210.688,1172.849,1209.314,-2.08%,3.06%,"1,253,984,760","6,725,105,000"
2018/6/25,1264.987,1264.987,1232.61,1234.963,-2.55%,2.55%,"1,136,040,710","5,821,481,200"
2018/6/22,1224.2,1278.052,1208.474,1267.281,1.88%,5.59%,"1,632,651,000","8,138,993,500"
2018/6/21,1238.634,1291.446,1235.047,1243.914,0.37%,4.55%,"2,036,900,300","9,516,499,200"
2018/6/20,1185.751,1242.524,1185.751,1239.295,4.52%,4.79%,"1,432,803,200","7,016,768,800"
2018/6/19,1263.079,1263.079,1167.455,1185.727,-7.87%,7.43%,"1,803,659,000","8,945,483,800"
2018/6/15,1291.625,1315.453,1285.239,1286.99,-1.07%,2.32%,"1,532,482,200","8,267,971,800"
2018/6/14,1252.231,1307.613,1245.647,1300.974,3.29%,4.92%,"1,472,355,900","7,973,707,100"
2018/6/13,1249.695,1276.897,1246.478,1259.484,0.45%,2.43%,"1,106,205,660","6,440,621,500"
2018/6/12,1248.658,1256.246,1232.188,1253.802,0.44%,1.93%,"830,010,080","4,774,246,000"
2018/6/11,1219.775,1258.899,1215.567,1248.309,1.87%,3.54%,"1,007,815,980","6,046,388,900"
2018/6/8,1230.459,1239.06,1217.271,1225.377,-0.82%,1.76%,"927,385,790","5,090,155,400"
2018/6/7,1221.278,1243.292,1221.278,1235.535,2.02%,1.82%,"1,273,449,770","6,979,617,700"
2018/6/6,1204.353,1215.569,1203.08,1211.069,0.35%,1.03%,"625,016,900","3,365,869,600"
2018/6/5,1202.127,1206.866,1193.368,1206.866,0.49%,1.12%,"612,461,150","2,962,748,500"
2018/6/4,1197.326,1204.848,1195.041,1201.013,0.57%,0.82%,"686,012,440","3,638,569,400"
2018/6/1,1178.83,1214.466,1178.343,1194.239,1.17%,3.06%,"941,852,360","5,159,338,400"
2018/5/31,1173.468,1183.923,1162.587,1180.418,1.49%,1.83%,"751,149,300","3,593,182,700"
2018/5/30,1187.13,1188.751,1160.963,1163.115,-3.70%,2.30%,"842,744,160","4,000,409,400"
2018/5/29,1184.631,1209.423,1173.873,1207.844,1.66%,2.99%,"1,035,257,810","5,006,298,800"
2018/5/28,1208.483,1209.096,1187.663,1188.115,-1.76%,1.77%,"962,327,020","3,448,170,500"
2018/5/25,1221.589,1223.684,1207.418,1209.402,-1.02%,1.33%,"440,118,260","2,566,760,600"
2018/5/24,1219.711,1225.671,1218.103,1221.895,0.10%,0.62%,"431,072,180","2,476,722,400"
2018/5/23,1244.648,1244.648,1220.631,1220.631,-2.31%,1.92%,"625,012,230","3,683,257,700"
2018/5/22,1252.73,1252.894,1240.633,1249.438,-0.48%,0.98%,"591,232,660","3,457,765,300"
2018/5/21,1258.759,1264.028,1254.048,1255.456,1.07%,0.80%,"761,586,540","4,465,570,900"
2018/5/18,1236.465,1242.756,1230.337,1242.185,0.32%,1.00%,"496,380,970","3,024,093,900"
2018/5/17,1241.419,1243.387,1234.838,1238.224,-0.34%,0.69%,"515,962,420","3,007,652,000"
2018/5/16,1249.88,1249.88,1241.143,1242.425,-1.12%,0.70%,"523,763,010","3,243,665,000"
2018/5/15,1251.641,1256.71,1241.052,1256.458,0.71%,1.26%,"616,172,980","4,015,803,500"
2018/5/14,1255.042,1256.957,1244.51,1247.583,-0.65%,0.99%,"493,478,530","3,038,712,300"
2018/5/11,1260.596,1261.902,1248.425,1255.697,-0.17%,1.07%,"575,142,730","3,662,775,700"
2018/5/10,1255.723,1261.025,1248.922,1257.788,0.48%,0.97%,"513,562,500","2,930,494,500"
2018/5/9,1261.182,1263.301,1245.848,1251.84,-0.97%,1.38%,"678,525,750","4,130,037,300"
2018/5/8,1256.52,1267.616,1256.001,1264.116,0.50%,0.92%,"571,633,850","3,662,318,100"
2018/5/7,1249.065,1260.76,1242.23,1257.854,0.76%,1.48%,"624,579,300","3,700,229,200"
2018/5/4,1260.499,1262.247,1246.141,1248.416,-1.23%,1.27%,"674,893,550","4,036,630,000"
2018/5/3,1258.551,1267.83,1251.502,1264.023,0.35%,1.30%,"798,004,900","4,806,378,100"
2018/5/2,1254.497,1259.718,1242.599,1259.617,0.24%,1.36%,"865,656,740","5,353,311,300"
2018/4/27,1261.047,1265.136,1247.137,1256.586,0.06%,1.43%,"593,342,510","3,563,128,600"
2018/4/26,1276.064,1276.064,1254.832,1255.851,-1.77%,1.66%,"618,814,150","3,706,597,800"
2018/4/25,1279.529,1282.114,1269.328,1278.524,-0.63%,0.99%,"661,340,970","4,087,668,700"
2018/4/24,1259.065,1294.708,1259.065,1286.636,3.12%,2.86%,"1,097,266,200","7,137,545,300"
2018/4/23,1246.821,1257.578,1233.712,1247.685,0.21%,1.92%,"756,233,950","4,299,929,000"
2018/4/20,1281.881,1281.881,1243.811,1245.078,-3.48%,2.95%,"829,010,960","4,745,712,500"
2018/4/19,1263.977,1293.002,1263.091,1289.905,2.12%,2.37%,"900,379,920","6,183,162,100"
2018/4/18,1257.965,1265.05,1243.154,1263.186,1.78%,1.76%,"840,069,940","5,574,491,600"
2018/4/17,1249.344,1262.356,1240.061,1241.12,-0.68%,1.78%,"526,967,250","3,399,975,800"
2018/4/16,1278.149,1278.822,1241.738,1249.616,-2.52%,2.89%,"659,879,200","4,301,167,200"
2018/4/13,1281.225,1288.794,1273.677,1281.875,0.39%,1.18%,"575,517,240","3,725,408,700"
2018/4/12,1288.437,1289.134,1274.123,1276.942,-1.06%,1.16%,"595,943,410","3,878,736,300"
2018/4/11,1314.051,1316.399,1288.148,1290.574,-0.49%,2.18%,"862,640,140","5,730,419,400"
2018/4/10,1259.084,1296.913,1259.084,1296.913,3.69%,3.02%,"1,048,904,540","6,820,559,500"
2018/4/9,1235.491,1253.374,1230.079,1250.78,1.05%,1.88%,"658,327,340","4,230,395,500"
2018/4/4,1258.956,1265.743,1236.47,1237.803,-1.63%,2.33%,"671,152,910","4,323,868,700"
2018/4/3,1262.091,1269.64,1251.997,1258.258,-1.99%,1.37%,"734,429,080","4,735,816,200"
2018/4/2,1292.326,1308.361,1282.122,1283.85,0.08%,2.05%,"946,486,160","6,259,908,400"
2018/3/30,1280.899,1287.007,1271.431,1282.821,-0.04%,1.21%,"787,846,440","4,970,696,300"
2018/3/29,1244.274,1289.306,1233.466,1283.383,3.65%,4.51%,"1,184,850,580","7,307,218,600"
2018/3/28,1227.897,1256.141,1222.138,1238.14,-0.99%,2.72%,"682,053,130","3,902,673,800"
2018/3/27,1248.75,1260.183,1241.984,1250.52,1.61%,1.48%,"845,632,980","4,828,048,000"
2018/3/26,1208.578,1231.226,1185.975,1230.69,-0.66%,3.65%,"1,107,112,260","5,773,105,000"
2018/3/23,1291.398,1291.398,1227.527,1238.911,-7.75%,4.76%,"1,804,144,100","9,357,719,500"
2018/3/22,1360.575,1364.503,1341.245,1343.023,-1.17%,1.71%,"670,780,210","3,935,544,700"
2018/3/21,1381.481,1383.648,1355.233,1358.985,-1.15%,2.07%,"837,501,990","5,143,159,800"
2018/3/20,1351.399,1377.702,1348.322,1374.858,0.39%,2.15%,"758,677,090","4,501,057,200"
2018/3/19,1395.884,1395.884,1368.486,1369.481,-2.80%,1.94%,"1,099,170,650","7,126,345,300"
2018/3/16,1431.449,1432.236,1408.927,1408.927,-1.28%,1.63%,"854,410,560","5,971,644,800"
2018/3/15,1431.124,1435.035,1416.36,1427.146,-0.80%,1.30%,"865,136,230","5,431,050,300"
2018/3/14,1419.501,1445.542,1416.552,1438.662,0.91%,2.03%,"1,152,104,760","7,632,993,700"
2018/3/13,1435.581,1445.235,1424.332,1425.685,-0.90%,1.45%,"1,057,900,050","6,776,213,600"
2018/3/12,1420.67,1441.372,1416.526,1438.608,1.24%,1.75%,"1,296,931,090","8,928,534,700"
2018/3/9,1435.832,1435.832,1408.32,1420.95,-1.32%,1.91%,"1,497,193,000","10,148,121,700"
2018/3/8,1424.271,1444.382,1424.271,1439.958,0.73%,1.41%,"809,891,860","5,543,618,900"
2018/3/7,1453.063,1457.804,1427.367,1429.472,-2.15%,2.08%,"1,064,776,920","7,459,414,500"
2018/3/6,1427.277,1460.837,1415.4,1460.837,2.76%,3.20%,"1,393,548,200","9,950,778,400"
2018/3/5,1447.835,1456.146,1412.111,1421.56,-1.82%,3.04%,"1,269,624,400","9,573,909,800"
2018/3/2,1465.092,1467.461,1445.771,1447.936,-2.71%,1.46%,"1,378,948,600","9,531,666,600"
2018/3/1,1469.023,1501.179,1466.479,1488.194,0.21%,2.34%,"1,321,095,430","10,082,337,600"
2018/2/28,1456.523,1488.418,1448.538,1485.029,1.12%,2.72%,"1,364,339,000","10,056,551,200"
2018/2/27,1496.442,1496.442,1462.755,1468.614,-1.99%,2.25%,"1,481,659,200","11,255,048,600"
2018/2/26,1497.374,1504.764,1482.497,1498.405,1.43%,1.51%,"1,864,497,800","13,872,936,000"
2018/2/23,1450.22,1482.435,1439.032,1477.283,1.78%,2.99%,"1,725,483,700","12,045,023,300"
2018/2/22,1436.52,1451.448,1422.905,1451.448,1.73%,2.00%,"1,508,965,800","10,916,344,600"
2018/2/14,1390.871,1431.176,1382.499,1426.788,2.55%,3.50%,"1,323,831,330","9,758,780,900"
2018/2/13,1391.154,1413.502,1381.099,1391.371,0.52%,2.34%,"1,302,132,560","9,667,650,100"
2018/2/12,1367.139,1384.658,1354.494,1384.201,1.59%,2.21%,"1,303,706,060","8,991,459,700"
2018/2/9,1412.78,1425.434,1346.133,1362.498,-5.29%,5.51%,"2,304,652,500","15,482,969,000"
2018/2/8,1433.264,1453.991,1413.064,1438.593,-0.53%,2.83%,"1,657,289,900","11,464,942,800"
2018/2/7,1492.806,1511.931,1441.38,1446.262,-0.80%,4.84%,"2,356,237,700","17,203,285,000"
2018/2/6,1494.389,1519.303,1457.32,1457.987,-4.60%,4.06%,"2,495,737,400","17,867,762,000"
2018/2/5,1460.72,1546.934,1454.951,1528.211,2.66%,6.18%,"2,770,170,900","20,017,815,000"
2018/2/2,1435.772,1492.622,1384.259,1488.593,2.70%,7.48%,"2,512,967,000","16,907,935,000"
2018/2/1,1458.292,1501.996,1438.858,1449.431,-0.22%,4.35%,"2,197,278,200","14,810,654,000"
2018/1/31,1454.41,1470.215,1441.912,1452.58,-1.30%,1.92%,"1,643,615,800","10,687,864,000"
2018/1/30,1494.461,1495.125,1471.497,1471.708,-1.46%,1.58%,"1,931,072,800","12,870,930,300"
2018/1/29,1483.329,1502.627,1482.444,1493.485,2.00%,1.38%,"2,188,053,400","14,165,342,000"
2018/1/26,1473.296,1473.296,1456.545,1464.199,-1.09%,1.13%,"1,417,734,800","10,155,422,900"
2018/1/25,1477.116,1487.345,1464.922,1480.26,0.37%,1.52%,"1,722,837,000","11,548,804,200"
2018/1/24,1471.95,1483.406,1462.512,1474.783,-0.03%,1.42%,"1,425,882,200","10,057,744,300"
2018/1/23,1478.913,1478.913,1461.262,1475.178,-0.67%,1.19%,"1,523,864,800","11,099,385,700"
2018/1/22,1460.608,1490.888,1460.608,1485.089,2.30%,2.09%,"2,006,665,000","14,539,842,000"
2018/1/19,1445.97,1469.341,1443.858,1451.767,0.26%,1.76%,"1,946,291,400","13,461,605,000"
2018/1/18,1417.377,1456.336,1417.377,1448.032,1.90%,2.74%,"1,694,183,800","11,253,996,800"
2018/1/17,1405.123,1429.663,1389.74,1421.01,1.14%,2.84%,"1,223,131,330","8,492,616,700"
2018/1/16,1393.952,1408.854,1392.686,1405.059,0.65%,1.16%,"922,098,350","6,054,679,800"
2018/1/15,1441.991,1441.991,1390.408,1395.926,-4.16%,3.54%,"1,509,983,800","9,367,894,900"
2018/1/12,1447.37,1477.551,1440.151,1456.569,0.86%,2.59%,"1,439,495,100","9,217,732,700"
2018/1/11,1461.499,1463.301,1440.697,1444.159,-1.79%,1.54%,"1,086,411,090","7,379,919,100"
2018/1/10,1472.465,1482.201,1454.251,1470.422,-0.61%,1.89%,"1,212,263,430","8,174,057,700"
2018/1/9,1497.253,1497.91,1474.464,1479.499,-1.02%,1.57%,"1,317,300,870","8,817,251,900"
2018/1/8,1462.238,1498.806,1459.714,1494.774,2.14%,2.67%,"1,760,869,900","12,372,439,100"
2018/1/5,1469.883,1482.582,1461.742,1463.443,-0.84%,1.41%,"1,193,881,130","8,735,284,000"
2018/1/4,1453.882,1491.089,1448.898,1475.858,1.33%,2.90%,"1,577,395,600","10,882,904,400"
2018/1/3,1449.734,1476.293,1445.26,1456.437,0.50%,2.14%,"1,609,626,700","10,603,045,900"
2018/1/2,1404.059,1451.568,1400.897,1449.252,3.27%,3.61%,"1,419,314,200","9,666,692,400"
2017/12/29,1400.156,1406.717,1394.118,1403.353,0.37%,0.90%,"777,312,140","5,006,887,700"
2017/12/28,1366.365,1405.973,1366.365,1398.196,2.13%,2.89%,"1,283,546,270","8,090,987,800"
2017/12/27,1368.201,1393.206,1362.354,1369.045,-0.17%,2.25%,"951,289,520","6,245,137,600"
2017/12/26,1363.556,1372.608,1355.167,1371.435,0.63%,1.28%,"723,270,970","4,647,967,800"
2017/12/25,1391.016,1391.016,1362.819,1362.819,-2.55%,2.02%,"866,763,740","5,536,639,300"
2017/12/22,1399.852,1411.008,1393.779,1398.448,0.10%,1.23%,"766,012,610","5,172,838,500"
2017/12/21,1379.33,1401.455,1373.436,1397.062,1.22%,2.03%,"823,484,640","5,408,664,400"
2017/12/20,1415.1,1415.1,1378.516,1380.214,-2.72%,2.58%,"1,023,379,100","6,845,900,600"
2017/12/19,1416.725,1418.742,1408.133,1418.742,-0.02%,0.75%,"662,750,070","4,319,763,800"
2017/12/18,1413.524,1419.049,1400.894,1419.049,1.33%,1.30%,"886,702,870","6,115,903,500"
2017/12/15,1433.462,1433.462,1396.83,1400.474,-2.66%,2.55%,"1,152,077,280","8,131,123,900"
2017/12/14,1437.888,1443.666,1427.86,1438.704,-0.13%,1.10%,"821,785,870","6,109,969,800"
2017/12/13,1425.989,1441.253,1417.717,1440.625,0.21%,1.64%,"905,480,740","6,137,151,500"
2017/12/12,1461.399,1476.514,1436.986,1437.643,-1.62%,2.70%,"1,135,885,350","7,979,185,300"
2017/12/11,1457.958,1461.576,1444.581,1461.363,0.25%,1.17%,"1,109,334,200","7,218,193,200"
2017/12/8,1421.498,1463.931,1411.917,1457.755,1.88%,3.64%,"1,435,107,600","9,781,788,800"
2017/12/7,1446.988,1458.667,1430.469,1430.918,-1.71%,1.94%,"1,096,927,350","7,844,858,600"
2017/12/6,1451.375,1455.887,1416.637,1455.796,-0.71%,2.68%,"1,670,330,900","11,630,233,500"
2017/12/5,1521.518,1523.984,1449.966,1466.138,-3.49%,4.87%,"1,742,949,900","12,448,097,000"
2017/12/4,1545.146,1561.234,1517.22,1519.134,-1.03%,2.87%,"1,577,013,000","11,377,448,200"
2017/12/1,1526.717,1536.271,1509.906,1534.923,0.37%,1.72%,"1,480,165,100","11,027,670,500"
2017/11/30,1545.716,1559.996,1528.475,1529.275,-0.89%,2.04%,"1,859,888,100","13,840,106,000"
2017/11/29,1493.967,1553.97,1490.949,1543.075,3.28%,4.22%,"2,800,924,400","19,575,465,000"
2017/11/28,1431.171,1498.585,1427.406,1494.093,4.14%,4.96%,"2,024,041,200","14,375,378,000"
2017/11/27,1442.152,1460.874,1432.422,1434.733,0.70%,2.00%,"1,393,526,600","9,674,112,400"
2017/11/24,1398.861,1425.118,1392.495,1424.767,0.74%,2.31%,"986,549,390","6,037,504,000"
2017/11/23,1438.804,1456.877,1413.989,1414.326,-1.58%,2.98%,"1,382,892,900","8,793,953,500"
2017/11/22,1425.505,1437.205,1416.195,1437.013,1.76%,1.49%,"1,169,908,250","7,837,062,300"
2017/11/21,1412.751,1432.057,1408.156,1412.158,-0.15%,1.69%,"1,070,680,970","6,860,898,900"
2017/11/20,1394.761,1415.356,1365.548,1414.255,0.62%,3.54%,"1,140,590,270","6,772,940,600"
2017/11/17,1463.045,1463.045,1400.664,1405.478,-4.51%,4.24%,"1,541,318,400","9,193,403,500"
2017/11/16,1464.011,1489.217,1453.545,1471.903,0.31%,2.43%,"1,082,466,700","7,220,108,400"
2017/11/15,1479.503,1479.503,1463.552,1467.344,-2.16%,1.06%,"1,246,913,430","7,867,886,800"
2017/11/14,1493.059,1523.754,1493.059,1499.714,0.66%,2.06%,"2,005,529,700","13,021,805,400"
2017/11/13,1444.565,1490.928,1443.551,1489.907,2.96%,3.27%,"1,801,991,500","11,314,990,100"
2017/11/10,1454.527,1454.693,1437.892,1447.112,-0.66%,1.15%,"972,423,790","5,904,040,700"
2017/11/9,1457.105,1473.519,1448.167,1456.678,0.75%,1.75%,"1,113,911,830","7,046,303,100"
2017/11/8,1435.483,1459.566,1429.195,1445.82,-0.01%,2.10%,"1,223,270,930","7,367,140,700"
2017/11/7,1403.467,1465.698,1401.186,1445.995,2.68%,4.58%,"1,948,832,400","11,782,639,100"
2017/11/6,1375.594,1410.397,1359.148,1408.29,2.89%,3.74%,"1,393,558,900","7,774,600,200"
2017/11/3,1402.319,1402.933,1358.83,1368.702,-2.60%,3.14%,"1,182,913,480","6,072,716,100"
2017/11/2,1413.43,1420.052,1401.58,1405.185,-0.53%,1.31%,"974,470,050","5,326,251,900"
2017/11/1,1418.796,1430.817,1411.673,1412.622,-0.02%,1.35%,"1,010,938,570","5,622,351,900"
2017/10/31,1397.394,1413.145,1396.865,1412.873,0.92%,1.16%,"756,930,150","4,031,148,000"
2017/10/30,1449.778,1451.192,1398.131,1399.944,-3.42%,3.66%,"1,185,467,820","6,338,944,800"
2017/10/27,1466.109,1468.372,1446.527,1449.455,-1.57%,1.48%,"1,075,062,810","5,755,677,900"
2017/10/26,1453.336,1477.559,1446.639,1472.559,0.78%,2.12%,"1,054,151,600","6,206,383,800"
2017/10/25,1460.792,1468.177,1453.097,1461.108,-0.02%,1.03%,"764,888,340","4,376,318,400"
2017/10/24,1455.043,1472.495,1455.043,1461.42,0.67%,1.20%,"956,311,380","5,522,842,800"
2017/10/23,1453.568,1456,1444.106,1451.689,-0.61%,0.81%,"691,801,760","3,888,790,700"
2017/10/20,1423.567,1461.635,1423.442,1460.641,2.58%,2.68%,"924,564,840","5,102,094,500"
2017/10/19,1446.531,1446.531,1420.581,1423.912,-2.33%,1.78%,"1,123,255,810","5,922,507,300"
2017/10/18,1498.875,1503.121,1457.635,1457.894,-2.94%,3.03%,"1,164,243,830","6,556,401,400"
2017/10/17,1514.985,1516.813,1501.247,1502.128,-1.76%,1.02%,"950,423,830","5,516,679,200"
2017/10/16,1532.936,1554.634,1517.73,1529.01,-0.02%,2.41%,"1,527,956,300","9,151,115,900"
2017/10/13,1527.572,1541.079,1515.292,1529.282,0.13%,1.69%,"1,418,706,200","8,631,989,900"
2017/10/12,1499.942,1527.9,1483.258,1527.278,1.76%,2.97%,"1,556,035,900","8,914,988,700"
2017/10/11,1508.476,1521.319,1488.344,1500.816,-0.68%,2.18%,"1,346,097,600","8,023,880,400"
